"especievalida","min","max","ET_ID"
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21041
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",10029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20106
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20238
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",9015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29045
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20360
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15027
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20144
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26046
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32054
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21182
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20241
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20380
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20493
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32032
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14070
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",19046
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15073
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20399
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",9002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20101
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20556
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29019
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",8005
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29051
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15012
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21128
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29049
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26056
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21133
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26017
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20096
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29016
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",15122
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21171
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17031
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26004
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32039
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21126
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20165
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21136
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",5010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26055
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26020
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29039
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15061
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20224
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26065
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15072
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21148
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32017
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26072
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16105
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20558
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26058
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15054
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15081
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32056
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21140
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",15024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",5017
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32022
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21052
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1007
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8026
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",9011
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13074
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",15070
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20250
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",10007
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20054
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1010
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",10027
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20197
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20385
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21095
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20023
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32050
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21021
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29032
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29035
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29005
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21102
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26036
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21020
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20243
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32036
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20343
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20289
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29041
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",8004
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8058
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20369
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20099
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8001
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29027
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16060
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11031
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8067
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20256
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26037
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21139
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29001
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20456
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29007
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32052
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13082
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17034
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32051
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11026
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29026
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",10010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21060
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20303
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15084
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15023
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20521
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8039
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20062
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",9007
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20310
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29047
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29023
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17035
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24035
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20351
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20290
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8055
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21132
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20518
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20350
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21131
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",30120
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20550
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29017
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11016
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20568
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",8045
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20547
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15071
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15092
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21214
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14039
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20068
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20078
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20140
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21082
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21153
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20368
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21134
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8016
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20349
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13070
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21031
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29018
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20047
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19035
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20409
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20564
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20107
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20436
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29022
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13065
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20295
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21185
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29055
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20035
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17010
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",10006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15089
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20422
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21108
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20147
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26050
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17013
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7058
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",1001
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21205
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15121
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14074
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16103
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21154
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",19025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",10028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",9003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29036
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8021
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11013
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21096
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20115
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20045
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",8032
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29043
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20170
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15019
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15068
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15096
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20283
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20464
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8052
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15104
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20381
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",3009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20110
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13013
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13051
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26053
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",30028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29052
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20308
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20565
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15091
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14101
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15094
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15083
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",21173
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",7055
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21062
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14018
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20287
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15017
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20281
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",10030
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14035
